"nci_id","nct_id","official_title","inclusion_indicaInclusionor","description","Text","Boolean",""
"NCI-2012-03124","NCT01755195","A Phase 2 Study of Cabozantinib (XL184), a Dual Inhibitor of MET and VEGFR, in Patients with Metastatic Refractory Soft Tissue Sarcoma","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","(HIV =NO) OR (HIV =UNKNOWN) OR (HIV=YES AND HAART=NO)","(C15175 =NO) OR (C15175 =C17998) OR (C15175=YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2012-03125","NCT01767194","A Phase II Randomized Trial of Irinotecan/Temozolomide with Temsirolimus (NSC# 683864) or Chimeric 14.18 Antibody (Ch14.18) (NSC# 764038) in Children with Refractory, Relapsed or Progressive Neuroblastoma","N/A","","","",""
"NCI-2012-03173","NCT01089101","A Phase 1 and Phase II and Re-Treatment Study of AZD6244 for Recurrent or Refractory Pediatric Low Grade Glioma","N/A","","","",""
"NCI-2012-03198","NCT01872975","A Randomized Phase III Clinical Trial Evaluating Post-Mastectomy Chestwall and Regional Nodal XRT and Post-Lumpectomy Regional Nodal XRT in Patients with Positive Axillary Nodes Before Neoadjuvant Chemotherapy Who Convert to Pathologically Negative Axillary Nodes After Neoadjuvant Chemotherapy","N/A","","","",""
"NCI-2013-00046","NCT01771107","A Pilot Trial of AVD and Brentuximab Vedotin (SGN-35) in the Treatment of Stage II-IV HIV-Associated Hodgkin Lymphoma","Inclusion","Participants must have previously untreated HIV-classical HL (cHL), with the exception of up to 14 consecutive days of steroids, emergency radiation, or 1 prior cycle of cyclophosphamide to reduce tumor burden and improve hyperbilirubinemia in the setting of lymphoma related liver involvement  Participants must discontinue use of the following agents within 7 days prior to therapy  * Strong CYP3A4 inhibitors that treat HIV  * If patients are taking any of these excluded medications, they must be discontinued at least 7 days (1 week) prior to the initiation of chemotherapy  HIV positive; documentation of HIV-1 infection by means of any one of the following:  * Documentation of HIV diagnosis in the medical record by a licensed health care provider;  * Documentation of receipt of antiretroviral therapy (ART) by a licensed health care provider;  * HIV-1 RNA detection by a licensed HIV-1 RNA assay demonstrating > 1000 RNA copies/mL;  * Any licensed HIV screening antibody and/or HIV antibody/antigen combination assay confirmed by a second licensed HIV assay such as a HIV-1 western blot confirmation or HIV rapid multispot antibody differentiation assay Patients already receiving erythropoietin or granulocyte colony stimulating factor (GCSF) for treatment of HIV-related cytopenia are eligible * NOTE: A â€œlicensedâ€ assay refers to a United States (US) Food and Drug Administration (FDA)-approved assay, which is required for all investigational new drug (IND) studies  Patients already receiving erythropoietin or granulocyte colony stimulating factor (GCSF) for treatment of HIV-related cytopenia are eligible ","HIV=YES AND Cytochrome P450 3A4 Inhibitor=NO AND (Erythropoietin=YES OR Erythropoietin=NO) AND (Granulocyte Colony-Stimulating Factor=YES OR Granulocyte Colony-Stimulating Factor=NO)","C15175=YES AND C111373=NO AND (C20429=YES OR C20429=NO) AND (C26078=YES OR C26078=NO)","measurement:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15220:affirmed;c94631:affirmed;measurement:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c15175:affirmed;c20429:affirmed;c26078:affirmed;c20429:affirmed;c26078:affirmed;"
"NCI-2013-00370","NCT01220583","A Randomized Phase II / Phase III Study of Adjuvant Concurrent Radiation and Chemotherapy Versus Radiation Alone in Resected High-Risk Malignant Salivary Gland Tumors","Exclusion","Severe, active co-morbidity, defined as follows:   * Acquired immune deficiency syndrome (AIDS) based upon current Centers for Disease Control (CDC) definition; note, however, that human immunodeficiency virus (HIV) testing is not required for entry into this protocol  ","(HIV=NO OR HIV =UNKNOWN) AND AIDS=NO) ","(C15175=NO OR C15175 =C17998) AND C2851=NO) ","c2851:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2013-00426","NCT01824836","A Cohort Study to Evaluate Genetic Predictors of Aromatase Inhibitor Musculoskeletal Symptoms (AIMSS)","N/A","","","",""
"NCI-2013-00500","NCT01810913","Randomized Phase II/III Trial of Surgery and Postoperative Radiation Delivered with Concurrent Cisplatin versus Docetaxel versus Docetaxel and Cetuximab for High-Risk Squamous Cell Cancer of the Head and Neck","Exclusion","Severe, active co-morbidity, defined as follows:   * Acquired immune deficiency syndrome (AIDS) based upon current Centers for Disease and Control and Prevention (CDC) definition; note: human immunodeficiency virus (HIV) testing is not required for entry into this protocol; protocol-specific requirements may also exclude immuno-compromised patients","(HIV =NO) OR (HIV =UNKNOWN) (AIDS=NO) OR (Immunocompromised=NO)   I believe this can be changed to AIDS=NO","C15175 =NO OR C15175 =C17998 AND (C2851=NO AND C14139=NO)  ","c2851:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2013-00595","NCT01817075","Impact of Cleansing with Chlorhexidine Gluconate (CHG) on Reducing Central Line Associated Bloodstream Infection (CLABSI) and Acquisition of Multi-drug Resistant Organisms (MDRO) in Children with Cancer or Those Receiving Allogeneic Hematopoietic Cell Transplantation (HCT)","N/A","","","",""
"NCI-2013-00716","NCT00978250","Multi-Histology Phase II Study of 5-Fluoro-2'-Deoxycytidine with Tetrahydrouridine (FdCyd + THU)","Exclusion","Patients with clinically significant illnesses which would compromise participation in the study, including, but not limited to: active or uncontrolled infection, immune deficiencies or confirmed diagnosis of human immunodeficiency virus (HIV) infection, ... that would limit compliance with study requirements","(HIV=NO OR HIV =UNKNOWN OR Immunocompromised=NO) AND (Healthy=YES)?","C15175=NO OR C15175 =C17998 OR (C14139=NO AND C115935=YES)","c15220:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2013-00737","NCT01822496","A Randomized Phase II Study of Individualized Combined Modality Therapy for Stage III Non-small Cell Lung Cancer (NSCLC)","Exclusion","Severe, active co-morbidity, defined as follows:   * Acquired immune deficiency syndrome (AIDS) based upon current Centers for Disease Control and Prevention (CDC) definition; note, however, that human immunodeficiency virus (HIV) testing is not required for entry into this protocol; protocol-specific requirements may also exclude immuno-compromised patients","(HIV =NO) OR (HIV =UNKNOWN) OR (AIDS=NO) OR (Immunocompromised=NO)","(C15175 =NO) OR (C15175 =C17998) OR (C2851=NO) OR (C14139=NO)","c2851:affirmed;c15175:affirmed;c15175:affirmed;"
"NCI-2013-00739","NCT01822509","A Phase I/Ib Study of Ipilimumab or Nivolumab in Patients with Relapsed Hematologic Malignancies after Allogeneic Hematopoietic Cell Transplantation","Exclusion","Patients with known chronic human immunodeficiency virus (HIV), hepatitis B or hepatitis C infections should be excluded","(HIV =NO) OR (HIV =UNKNOWN) ","(C15175 =NO) OR (C15175 =C17998) ","c15175:affirmed;c15175:affirmed;c141405:affirmed;"
"NCI-2013-00740","NCT01822522","Phase I Trial of Cabozantinib (XL184) for Advanced Solid Tumors in Persons with HIV Infection","Inclusion/Exclusion","Inclusion:  *Participants must have known HIV infection and histologically confirmed solid malignancy that is metastatic or unresectable and for which standard curative or palliative measures do not exist or are no longer effective; any number of prior cancer therapies will be permitted; at least 4 weeks must have elapsed since prior chemotherapy or biological therapy, 6 weeks if the regimen included carmustine (BCNU) or mitomycin C; prior radiation therapy to the thoracic cavity, abdomen, or pelvis must be completed at least 3 months prior to registration; radiotherapy to any other site (including bone or brain metastases) must be completed at least 28 days prior to registration                                                                                                                           *Serologic documentation of HIV infection at any time prior to study entry, as evidenced by positive enzyme-linked immunosorbent assay (ELISA), positive western blot, or any other federally approved licensed HIV test; alternatively, this documentation may include a record that another physician has documented that the participant has HIV infection based on prior ELISA and western blot, or other approved diagnostic tests                                                                     * Participating participants MUST receive appropriate care and treatment for HIV infection, including antiretroviral medications, when clinically indicated and should be under the care of a physician experienced in HIV management; participants will be eligible regardless of antiretroviral medication (including no antiretroviral medication) provided there is no intention to initiate therapy or the regimen has been stable for at least 4 weeks with no intention to change the regimen within 8 weeks following study entry; as study-specific (antiretroviral-based) strata fill, however, only participants who are receiving the therapies eligible for the remaining open strata will be accrued                Exclusion:                                                                    Other clinically significant disorders such as:  * Active infection requiring systemic treatment within 28 days before the first dose of study treatment; participants with HIV infection will be eligible provided they meet the criteria; ","HIV = Y","C15175 =YES","c15175:affirmed;c15175:possible;c15175:possible;c15175:possible;c15175:possible;c94631:possible;c15175:possible;c94631:possible;c94631:possible;c15175:possible;"
"NCI-2013-00805","NCT01244737","A Phase II Study of [18F] FLT for PET Imaging of Brain Tumors in Children","N/A","","","",""
"NCI-2013-00826","NCT01841723","A Multicenter Phase 2 Study of the Bruton's Tyrosine Kinase Inhibitor PCI-32765 (Ibrutinib) for Treatment of Relapsed Hairy Cell Leukemia","Exclusion","Human immunodeficiency virus (HIV)-positive patients will be eligible unless they have been previously diagnosed with an acquired immune deficiency syndrome (AIDS)-defining illness","HIV ","(C15175 =NO) OR (C15175 =C17998) OR (C15175=YES AND C2851=NO)","c15175:affirmed;c15175:affirmed;c2851:affirmed;"
"NCI-2013-00858","NCT01849146","Phase I Study of AZD1775 (MK-1775) with Radiation and Temozolomide in Patients with Newly Diagnosed Glioblastoma and Evaluation of Intratumoral Drug Distribution in Patients with Recurrent Glioblastoma","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","(HIV =NO) OR (HIV =UNKNOWN) OR (HIV =YES AND HAART=NO)","(C15175 =NO) OR (C15175 =C17998) OR (C15175 =YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2013-00875","NCT01901094","A Randomized Phase III Trial Comparing Axillary Lymph Node Dissection to Axillary Radiation in Breast Cancer Patients (cT1-3 N1) Who Have Positive Sentinel Lymph Node Disease after Neoadjuvant Chemotherapy","N/A","","","",""
"NCI-2013-00877","NCT01851369","A Phase I/II Trial of TRC102 (Methoxyamine HCl) in Combination with Temozolomide in Patients with Relapsed Solid Tumors and Lymphomas","Exclusion","Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","(HIV =NO) OR (HIV =UNKNOWN)  OR (HIV =YES AND HAART=NO)","(C15175 =NO) OR (C15175 =C17998)  OR (C15175 =YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2013-00890","NCT01935934","A Phase 2 Study of XL184 (Cabozantinib) in Recurrent or Metastatic Endometrial Cancer","Exclusion","Known human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible","(HIV =NO) OR (HIV =UNKNOWN) OR (HIV =YES AND HAART=NO)","(C15175 =NO) OR (C15175 =C17998) OR (C15175 =YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2013-00998","NCT01881867","A Phase 2 Study of Recombinant Glycosylated Human Interleukin-7 (CYT107) after Completion of Standard FDA Approved Therapy with Sipuleucel-T (ProvengeÂ®) for Patients with Asymptomatic or Minimally Symptomatic Metastatic Castration-Resistant Prostate Cancer (mCRPC)","Exclusion","Known human immunodeficiency virus (HIV) or other history of immunodeficiency disorder; HIV-positive patients on combination antiretroviral therapy are ineligible","(HIV =NO) OR (HIV =UNKNOWN) OR (Immunocompromised=NO) OR (HIV =YES AND HAART=NO)","(C15175 =NO) OR (C15175 =C17998) OR (C14139=NO) OR (C15175 =YES AND C94631=NO)","c15175:affirmed;c15175:affirmed;c94631:affirmed;"
"NCI-2013-01132","NCT01534598","Phase I Trial of Oral 5-Fluoro-2'-Deoxycytidine with Oral Tetrahydrouridine in Patients with Advanced Solid Tumors","Exclusion","Patients with clinically significant illnesses which would compromise participation in the study, including, but not limited to active or uncontrolled infection, immune deficiencies, known human immunodeficiency virus (HIV) infection requiring protease inhibitor therapy, ... that would limit compliance with study requirements","(HIV =NO) OR (HIV =UNKNOWN)  OR (Immunocompromised=NO) OR (HIV =YES AND HIV Protease Inhibitor=NO)","(C15175 =NO) OR (C15175 =C17998)  OR (C14139=NO) OR (C15175 =YES AND C97366=NO)","c15175:affirmed;c15175:affirmed;c97366:affirmed;"
"NCI-2013-01272","NCT01897012","A Phase 1 Trial of MLN8237 plus Romidepsin for Relapsed/Refractory Aggressive B-Cell and T-Cell Lymphomas","N/A","","","",""
"NCI-2013-01275","NCT01896999","A Phase I Study with an Expansion Cohort/Randomized Phase II Study of the Combinations of Ipilimumab, Nivolumab, and Brentuximab Vedotin in Patients with Relapsed/Refractory Hodgkin Lymphoma","Inclusion","PHASE I: Human immunodeficiency virus (HIV) positive patients are allowed on this study if they have a cluster of differentiation 4 (CD4) count > 400, and are on a stable antiviral regimen; patients with poorly controlled HIV or other chronic active viral infections will be excluded  PHASE II: HIV positive patients are allowed on this study if they have a CD4 count > 400, and are on a stable antiviral regimen; patients with poorly controlled HIV or other chronic active viral infections will be excluded","(HIV =NO) OR (HIV =UNKNOWN)  OR (HIV =YES AND CD4>400 {cells}/mm3 AND HAART=YES)","(C15175 =NO) OR (C15175 =C17998)  OR (C15175 =YES AND C103810>400 {cells}/mm3 AND C94631=YES)","c15175:affirmed;c15175:affirmed;:affirmed;c15175:affirmed;c15175:affirmed;:affirmed;c15175:affirmed;"
